	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.002496781724313095
2	0.25	0.10680211761822844
3	0.5625	0.6683750197398187
4	1.0	1.0
5	0.0625	0.002496781724313095
6	0.0	0.0
7	0.0625	0.0766393478828457
8	0.25	0.5891702339326875
9	0.5625	0.9025611679659917
10	0.25	0.10680211761822844
11	0.0625	0.0766393478828457
12	0.0	0.0
13	0.0625	0.2408219466044141
14	0.25	0.4531902523090728
15	0.5625	0.6683750197398187
16	0.25	0.5891702339326875
17	0.0625	0.2408219466044141
18	0.0	0.0
19	0.0625	0.03329089989788384
20	1.0	1.0
21	0.5625	0.9025611679659917
22	0.25	0.4531902523090728
23	0.0625	0.03329089989788384
24	0.0	0.0
