	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.03522572462171238
2	0.25	0.2597502923517461
3	0.5625	0.678665533776573
4	1.0	1.0
5	0.0625	0.03522572462171238
6	0.0	0.0
7	0.0625	0.10366587851977495
8	0.25	0.40465681527746494
9	0.5625	0.659855376183201
10	0.25	0.2597502923517461
11	0.0625	0.10366587851977495
12	0.0	0.0
13	0.0625	0.09869308424855164
14	0.25	0.24043622426135408
15	0.5625	0.678665533776573
16	0.25	0.40465681527746494
17	0.0625	0.09869308424855164
18	0.0	0.0
19	0.0625	0.03104235625499783
20	1.0	1.0
21	0.5625	0.659855376183201
22	0.25	0.24043622426135408
23	0.0625	0.03104235625499783
24	0.0	0.0
