	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.11533809289541198
2	0.25	0.49428123757208836
3	0.5625	0.8389931413764324
4	1.0	1.0
5	0.0625	0.11533809289541198
6	0.0	0.0
7	0.0625	0.13208627278228113
8	0.25	0.33218054873436637
9	0.5625	0.43610884471653094
10	0.25	0.49428123757208836
11	0.0625	0.13208627278228113
12	0.0	0.0
13	0.0625	0.045332504120254934
14	0.25	0.08817848517866761
15	0.5625	0.8389931413764324
16	0.25	0.33218054873436637
17	0.0625	0.045332504120254934
18	0.0	0.0
19	0.0625	0.007061765613210844
20	1.0	1.0
21	0.5625	0.43610884471653094
22	0.25	0.08817848517866761
23	0.0625	0.007061765613210844
24	0.0	0.0
