	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.016096570932613137
2	0.25	0.13343243228602242
3	0.5625	0.48311231868454974
4	1.0	1.0
5	0.0625	0.016096570932613137
6	0.0	0.0
7	0.0625	0.05684017733324505
8	0.25	0.3228405057596806
9	0.5625	0.7623520463996637
10	0.25	0.13343243228602242
11	0.0625	0.05684017733324505
12	0.0	0.0
13	0.0625	0.10875403916335737
14	0.25	0.4028643456958062
15	0.5625	0.48311231868454974
16	0.25	0.3228405057596806
17	0.0625	0.10875403916335737
18	0.0	0.0
19	0.0625	0.09298668596706079
20	1.0	1.0
21	0.5625	0.7623520463996637
22	0.25	0.4028643456958062
23	0.0625	0.09298668596706079
24	0.0	0.0
