	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.03692654505295754
2	0.25	0.20579879137866594
3	0.5625	0.5527678604042567
4	1.0	1.0
5	0.0625	0.03692654505295754
6	0.0	0.0
7	0.0625	0.06837582147171867
8	0.25	0.3039546126313306
9	0.5625	0.6526009276244156
10	0.25	0.20579879137866594
11	0.0625	0.06837582147171867
12	0.0	0.0
13	0.0625	0.08400321493159979
14	0.25	0.2984977578100584
15	0.5625	0.5527678604042567
16	0.25	0.3039546126313306
17	0.0625	0.08400321493159979
18	0.0	0.0
19	0.0625	0.06580066452634271
20	1.0	1.0
21	0.5625	0.6526009276244156
22	0.25	0.2984977578100584
23	0.0625	0.06580066452634271
24	0.0	0.0
