	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.03097268473517067
2	0.25	0.22780196723989604
3	0.5625	0.6337285694248985
4	1.0	1.0
5	0.0625	0.03097268473517067
6	0.0	0.0
7	0.0625	0.09077895544241171
8	0.25	0.38449936131515566
9	0.5625	0.6789915219711917
10	0.25	0.22780196723989604
11	0.0625	0.09077895544241171
12	0.0	0.0
13	0.0625	0.10162366128829972
14	0.25	0.273229880407485
15	0.5625	0.6337285694248985
16	0.25	0.38449936131515566
17	0.0625	0.10162366128829972
18	0.0	0.0
19	0.0625	0.04158715683002665
20	1.0	1.0
21	0.5625	0.6789915219711917
22	0.25	0.273229880407485
23	0.0625	0.04158715683002665
24	0.0	0.0
