	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.0028501374539185273
2	0.25	0.047208214067771787
3	0.5625	0.33338494818422854
4	1.0	1.0
5	0.0625	0.0028501374539185273
6	0.0	0.0
7	0.0625	0.026859222309828942
8	0.25	0.2745846865350575
9	0.5625	0.8960767802168526
10	0.25	0.047208214067771787
11	0.0625	0.026859222309828942
12	0.0	0.0
13	0.0625	0.12968674144253547
14	0.25	0.6126591877530333
15	0.5625	0.33338494818422854
16	0.25	0.2745846865350575
17	0.0625	0.12968674144253547
18	0.0	0.0
19	0.0625	0.1785950137212916
20	1.0	1.0
21	0.5625	0.8960767802168526
22	0.25	0.6126591877530333
23	0.0625	0.1785950137212916
24	0.0	0.0
