	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.0010897312809900856
2	0.25	0.055484989796853464
3	0.5625	0.5410162531696442
4	1.0	1.0
5	0.0625	0.0010897312809900856
6	0.0	0.0
7	0.0625	0.04102303576633509
8	0.25	0.49354417498669384
9	0.5625	0.9350675749699429
10	0.25	0.055484989796853464
11	0.0625	0.04102303576633509
12	0.0	0.0
13	0.0625	0.24998555046730014
14	0.25	0.5843799492937679
15	0.5625	0.5410162531696442
16	0.25	0.49354417498669384
17	0.0625	0.24998555046730014
18	0.0	0.0
19	0.0625	0.06994011214954841
20	1.0	1.0
21	0.5625	0.9350675749699429
22	0.25	0.5843799492937679
23	0.0625	0.06994011214954841
24	0.0	0.0
