	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.04081454375581212
2	0.25	0.4637855864187589
3	0.5625	0.8975273161050079
4	1.0	1.0
5	0.0625	0.04081454375581212
6	0.0	0.0
7	0.0625	0.22943329270898236
8	0.25	0.5555512230097889
9	0.5625	0.6367623503163402
10	0.25	0.4637855864187589
11	0.0625	0.22943329270898236
12	0.0	0.0
13	0.0625	0.07094825231574768
14	0.25	0.10174948349232193
15	0.5625	0.8975273161050079
16	0.25	0.5555512230097889
17	0.0625	0.07094825231574768
18	0.0	0.0
19	0.0625	0.0027689503971185933
20	1.0	1.0
21	0.5625	0.6367623503163402
22	0.25	0.10174948349232193
23	0.0625	0.0027689503971185933
24	0.0	0.0
