	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.01556247292208061
2	0.25	0.4377331931928188
3	0.5625	0.9294042870672695
4	1.0	1.0
5	0.0625	0.01556247292208061
6	0.0	0.0
7	0.0625	0.28822342779289534
8	0.25	0.7044354393581274
9	0.5625	0.7660631909825879
10	0.25	0.4377331931928188
11	0.0625	0.28822342779289534
12	0.0	0.0
13	0.0625	0.09147121301767022
14	0.25	0.11450502965817153
15	0.5625	0.9294042870672695
16	0.25	0.7044354393581274
17	0.0625	0.09147121301767022
18	0.0	0.0
19	0.0625	0.001291959356801796
20	1.0	1.0
21	0.5625	0.7660631909825879
22	0.25	0.11450502965817153
23	0.0625	0.001291959356801796
24	0.0	0.0
