	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.028500589174066678
2	0.25	0.8659639740236676
3	0.5625	0.9977426560399908
4	1.0	1.0
5	0.0625	0.028500589174066678
6	0.0	0.0
7	0.0625	0.5802640955775178
8	0.25	0.6889821977078985
9	0.5625	0.6908582389034488
10	0.25	0.8659639740236676
11	0.0625	0.5802640955775178
12	0.0	0.0
13	0.0625	0.004664731151942413
14	0.25	0.004820267563935241
15	0.5625	0.9977426560399908
16	0.25	0.6889821977078985
17	0.0625	0.004664731151942413
18	0.0	0.0
19	0.0625	1.2753402859163643e-06
20	1.0	1.0
21	0.5625	0.6908582389034488
22	0.25	0.004820267563935241
23	0.0625	1.2753402859163643e-06
24	0.0	0.0
