	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.008961383395495634
2	0.25	0.12777262294846742
3	0.5625	0.5586913603893557
4	1.0	1.0
5	0.0625	0.008961383395495634
6	0.0	0.0
7	0.0625	0.06905773393806526
8	0.25	0.42613740920657983
9	0.5625	0.8196322161180195
10	0.25	0.12777262294846742
11	0.0625	0.06905773393806526
12	0.0	0.0
13	0.0625	0.1521028300506649
14	0.25	0.4128666908190231
15	0.5625	0.5586913603893557
16	0.25	0.42613740920657983
17	0.0625	0.1521028300506649
18	0.0	0.0
19	0.0625	0.06377817175349954
20	1.0	1.0
21	0.5625	0.8196322161180195
22	0.25	0.4128666908190231
23	0.0625	0.06377817175349954
24	0.0	0.0
