	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.005177140199958449
2	0.25	0.7042842109215836
3	0.5625	0.994332529658292
4	1.0	1.0
5	0.0625	0.005177140199958449
6	0.0	0.0
7	0.0625	0.5886941684839041
8	0.25	0.8560133436137041
9	0.5625	0.8612724467398986
10	0.25	0.7042842109215836
11	0.0625	0.5886941684839041
12	0.0	0.0
13	0.0625	0.024946879413639166
14	0.25	0.025851357428083158
15	0.5625	0.994332529658292
16	0.25	0.8560133436137041
17	0.0625	0.024946879413639166
18	0.0	0.0
19	0.0625	8.052890991227238e-06
20	1.0	1.0
21	0.5625	0.8612724467398986
22	0.25	0.025851357428083158
23	0.0625	8.052890991227238e-06
24	0.0	0.0
