	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.0007190901698069771
2	0.25	0.03550550056091697
3	0.5625	0.43790613126817596
4	1.0	1.0
5	0.0625	0.0007190901698069771
6	0.0	0.0
7	0.0625	0.026118818829986918
8	0.25	0.40313471598691053
9	0.5625	0.9470873767976993
10	0.25	0.03550550056091697
11	0.0625	0.026118818829986918
12	0.0	0.0
13	0.0625	0.22402777999123877
14	0.25	0.6586474341172387
15	0.5625	0.43790613126817596
16	0.25	0.40313471598691053
17	0.0625	0.22402777999123877
18	0.0	0.0
19	0.0625	0.1144166054038026
20	1.0	1.0
21	0.5625	0.9470873767976993
22	0.25	0.6586474341172387
23	0.0625	0.1144166054038026
24	0.0	0.0
