	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.07414603063834124
2	0.25	0.3650721938853696
3	0.5625	0.7424462472649397
4	1.0	1.0
5	0.0625	0.07414603063834124
6	0.0	0.0
7	0.0625	0.11016713989987272
8	0.25	0.34733992704277566
9	0.5625	0.5295506555630797
10	0.25	0.3650721938853696
11	0.0625	0.11016713989987272
12	0.0	0.0
13	0.0625	0.06627595194624093
14	0.25	0.15664810626485293
15	0.5625	0.7424462472649397
16	0.25	0.34733992704277566
17	0.0625	0.06627595194624093
18	0.0	0.0
19	0.0625	0.01913983543338189
20	1.0	1.0
21	0.5625	0.5295506555630797
22	0.25	0.15664810626485293
23	0.0625	0.01913983543338189
24	0.0	0.0
