	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.015657071002668655
2	0.25	0.6081192573649774
3	0.5625	0.9775803368389511
4	1.0	1.0
5	0.0625	0.015657071002668655
6	0.0	0.0
7	0.0625	0.4286213500488383
8	0.25	0.7458022062659329
9	0.5625	0.7654006345006785
10	0.25	0.6081192573649774
11	0.0625	0.4286213500488383
12	0.0	0.0
13	0.0625	0.04364197082780133
14	0.25	0.04847922535120864
15	0.5625	0.9775803368389511
16	0.25	0.7458022062659329
17	0.0625	0.04364197082780133
18	0.0	0.0
19	0.0625	0.00012708900834704017
20	1.0	1.0
21	0.5625	0.7654006345006785
22	0.25	0.04847922535120864
23	0.0625	0.00012708900834704017
24	0.0	0.0
