	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.03579866890577475
2	0.25	0.22878390603824347
3	0.5625	0.6126488826285258
4	1.0	1.0
5	0.0625	0.03579866890577475
6	0.0	0.0
7	0.0625	0.08358357712101415
8	0.25	0.35225832482467523
9	0.5625	0.6573879454542597
10	0.25	0.22878390603824347
11	0.0625	0.08358357712101415
12	0.0	0.0
13	0.0625	0.09266258520586898
14	0.25	0.27215669329914627
15	0.5625	0.6126488826285258
16	0.25	0.35225832482467523
17	0.0625	0.09266258520586898
18	0.0	0.0
19	0.0625	0.047211074692961964
20	1.0	1.0
21	0.5625	0.6573879454542597
22	0.25	0.27215669329914627
23	0.0625	0.047211074692961964
24	0.0	0.0
