	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.0407140999222514
2	0.25	0.34109374178254515
3	0.5625	0.7856041419409098
4	1.0	1.0
5	0.0625	0.0407140999222514
6	0.0	0.0
7	0.0625	0.14611885438643102
8	0.25	0.4686303022604019
9	0.5625	0.6371593952179132
10	0.25	0.34109374178254515
11	0.0625	0.14611885438643102
12	0.0	0.0
13	0.0625	0.09139182977710499
14	0.25	0.17302911723038428
15	0.5625	0.7856041419409098
16	0.25	0.4686303022604019
17	0.0625	0.09139182977710499
18	0.0	0.0
19	0.0625	0.012917884374828477
20	1.0	1.0
21	0.5625	0.6371593952179132
22	0.25	0.17302911723038428
23	0.0625	0.012917884374828477
24	0.0	0.0
