	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.010737814725832222
2	0.25	0.12956852580713063
3	0.5625	0.5363109694565534
4	1.0	1.0
5	0.0625	0.010737814725832222
6	0.0	0.0
7	0.0625	0.06570653290811224
8	0.25	0.39527516558605746
9	0.5625	0.8034909597356326
10	0.25	0.12956852580713063
11	0.0625	0.06570653290811224
12	0.0	0.0
13	0.0625	0.13866408696579036
14	0.25	0.40965595942943317
15	0.5625	0.5363109694565534
16	0.25	0.39527516558605746
17	0.0625	0.13866408696579036
18	0.0	0.0
19	0.0625	0.07164586171819617
20	1.0	1.0
21	0.5625	0.8034909597356326
22	0.25	0.40965595942943317
23	0.0625	0.07164586171819617
24	0.0	0.0
