	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.09311653566390465
2	0.25	0.40411426538064604
3	0.5625	0.7637971701687607
4	1.0	1.0
5	0.0625	0.09311653566390465
6	0.0	0.0
7	0.0625	0.10926317144326783
8	0.25	0.32353899163631794
9	0.5625	0.4828164925247792
10	0.25	0.40411426538064604
11	0.0625	0.10926317144326783
12	0.0	0.0
13	0.0625	0.05676548235952091
14	0.25	0.1327146187224507
15	0.5625	0.7637971701687607
16	0.25	0.32353899163631794
17	0.0625	0.05676548235952091
18	0.0	0.0
19	0.0625	0.015887366810749086
20	1.0	1.0
21	0.5625	0.4828164925247792
22	0.25	0.1327146187224507
23	0.0625	0.015887366810749086
24	0.0	0.0
