	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.04878750658669834
2	0.25	0.4307292051269304
3	0.5625	0.8609209300930103
4	1.0	1.0
5	0.0625	0.04878750658669834
6	0.0	0.0
7	0.0625	0.18959117691399469
8	0.25	0.49981974180004163
9	0.5625	0.6070296245440647
10	0.25	0.4307292051269304
11	0.0625	0.18959117691399469
12	0.0	0.0
13	0.0625	0.07374408318456316
14	0.25	0.11812994392505023
15	0.5625	0.8609209300930103
16	0.25	0.49981974180004163
17	0.0625	0.07374408318456316
18	0.0	0.0
19	0.0625	0.005204432248568217
20	1.0	1.0
21	0.5625	0.6070296245440647
22	0.25	0.11812994392505023
23	0.0625	0.005204432248568217
24	0.0	0.0
