	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.00601724511907136
2	0.25	0.10585975956366253
3	0.5625	0.5394208840531514
4	1.0	1.0
5	0.0625	0.00601724511907136
6	0.0	0.0
7	0.0625	0.061399915957629454
8	0.25	0.4314937974712735
9	0.5625	0.8508754374839743
10	0.25	0.10585975956366253
11	0.0625	0.061399915957629454
12	0.0	0.0
13	0.0625	0.16735610945065543
14	0.25	0.4551378233615317
15	0.5625	0.5394208840531514
16	0.25	0.4314937974712735
17	0.0625	0.16735610945065543
18	0.0	0.0
19	0.0625	0.07051532677160666
20	1.0	1.0
21	0.5625	0.8508754374839743
22	0.25	0.4551378233615317
23	0.0625	0.07051532677160666
24	0.0	0.0
