	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.001166620449459385
2	0.25	0.05208204605664542
3	0.5625	0.5069776424670054
4	1.0	1.0
5	0.0625	0.001166620449459385
6	0.0	0.0
7	0.0625	0.037658928858617845
8	0.25	0.45950475283995545
9	0.5625	0.9328549684577417
10	0.25	0.05208204605664542
11	0.0625	0.037658928858617845
12	0.0	0.0
13	0.0625	0.23407087071813873
14	0.25	0.5956522220676979
15	0.5625	0.5069776424670054
16	0.25	0.45950475283995545
17	0.0625	0.23407087071813873
18	0.0	0.0
19	0.0625	0.08293039259500005
20	1.0	1.0
21	0.5625	0.9328549684577417
22	0.25	0.5956522220676979
23	0.0625	0.08293039259500005
24	0.0	0.0
