	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.006186815979426642
2	0.25	0.2114873488221368
3	0.5625	0.8003867208363921
4	1.0	1.0
5	0.0625	0.006186815979426642
6	0.0	0.0
7	0.0625	0.14532961948847514
8	0.25	0.6658348377427992
9	0.5625	0.8488741848346054
10	0.25	0.2114873488221368
11	0.0625	0.14532961948847514
12	0.0	0.0
13	0.0625	0.18902131096562086
14	0.25	0.29173227528976037
15	0.5625	0.8003867208363921
16	0.25	0.6658348377427992
17	0.0625	0.18902131096562086
18	0.0	0.0
19	0.0625	0.011100024036360448
20	1.0	1.0
21	0.5625	0.8488741848346054
22	0.25	0.29173227528976037
23	0.0625	0.011100024036360448
24	0.0	0.0
