	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.006442091365392321
2	0.25	0.17686199364596628
3	0.5625	0.7359489786717593
4	1.0	1.0
5	0.0625	0.006442091365392321
6	0.0	0.0
7	0.0625	0.1157952375280027
8	0.25	0.6046804958480847
9	0.5625	0.8459168115445204
10	0.25	0.17686199364596628
11	0.0625	0.1157952375280027
12	0.0	0.0
13	0.0625	0.19125320307232407
14	0.25	0.3357627280513131
15	0.5625	0.7359489786717593
16	0.25	0.6046804958480847
17	0.0625	0.19125320307232407
18	0.0	0.0
19	0.0625	0.020199604582688786
20	1.0	1.0
21	0.5625	0.8459168115445204
22	0.25	0.3357627280513131
23	0.0625	0.020199604582688786
24	0.0	0.0
