	AcoustRDM	CatRDM
0	0.0	0.0
1	0.0625	0.09850097455781742
2	0.25	0.4158100230665598
3	0.5625	0.7711418113574924
4	1.0	1.0
5	0.0625	0.09850097455781742
6	0.0	0.0
7	0.0625	0.10955085876203972
8	0.25	0.31843240886860136
9	0.5625	0.4708036763070843
10	0.25	0.4158100230665598
11	0.0625	0.10955085876203972
12	0.0	0.0
13	0.0625	0.054435177825752724
14	0.25	0.1261433637059949
15	0.5625	0.7711418113574924
16	0.25	0.31843240886860136
17	0.0625	0.054435177825752724
18	0.0	0.0
19	0.0625	0.014848201100377795
20	1.0	1.0
21	0.5625	0.4708036763070843
22	0.25	0.1261433637059949
23	0.0625	0.014848201100377795
24	0.0	0.0
